1910,I219,A419,,
1904,G20,R628,,
1898,I469,R092,,
1897,N189,N179,,
1895,R13,J189,,
1894,F03,R688,,
1894,N390,J189,,
1893,I251,I249,,
1891,I219,G931,,
1888,I10,N179,,
1886,I694,I469,,
1879,E149,I251,I219,
1877,J449,J690,,
1877,I48,I10,,
1867,J189,A419,J969,
1864,K746,K769,,
1845,K769,I469,,
1841,E149,J969,,
1834,F03,R628,I469,
1833,I219,R092,,
1818,I64,A419,,
1818,I251,I499,I469,
1799,J690,R092,,
1793,F03,N390,,
1792,I739,I251,,
1791,J189,R090,,
1775,J961,I469,,
1773,K659,A419,,
1764,I251,N185,,
1763,I516,I469,,
1763,I10,I461,,
1757,I251,I219,R570,
1756,R02,A419,,
1754,E86,N179,,
1750,I250,I499,,
1749,I10,A419,,
1746,R13,R628,,
1741,R628,J189,,
1718,A419,N19,,
1708,N390,A419,I469,
1706,J189,C349,,
1703,I48,A419,,
1702,C349,J449,,
1698,I251,I500,J969,
1696,G309,R092,,
1688,N185,I251,,
1688,I619,I469,,
1688,J449,J449,,
1687,I219,I490,,
1680,I500,R688,,
1655,G309,E86,,
1651,J449,R068,,
1648,G309,R53,,
1647,I739,R02,,
1640,R579,I469,,
1639,N189,A419,,
1638,G931,J969,,
1637,E149,J189,,
1633,I251,N19,,
1631,J81,J969,,
1629,I10,C349,,
1625,J841,I469,,
1623,E149,F03,,
1609,J449,I499,,
1608,I10,I119,,
1603,I500,I10,,
1599,I500,R570,,
1597,C780,J969,,
1594,I272,J969,,
1592,I10,I219,I469,
1590,C189,J969,,
1590,I500,I64,,
1584,I272,I469,,
1581,C80,R092,,
1578,K650,A419,,
1572,N179,I219,,
1567,I64,R13,,
1566,C679,I469,,
1561,K729,J969,,
1561,I500,N185,,
1554,J984,J969,,
1547,N189,J969,,
1544,R99,J189,,
1537,G309,R13,,
1537,K746,J969,,
1534,J189,N179,,
1528,I429,I499,,
1524,I259,I219,,
1524,N390,J969,,
1524,R13,J969,,
1524,C349,C793,,
1520,K729,A419,,
1516,J80,J969,,
1513,I219,J960,,
1512,R99,J969,,
1511,I500,N189,,
1501,E875,I469,,
1498,J984,I469,,
1492,C349,C349,,
1486,I119,I499,,
1485,J449,I48,,
1485,I629,I469,,
1482,I500,F03,,
1481,K746,C220,,
1474,G309,F03,,
1473,I251,R688,,
1468,E149,I499,,
1467,N19,I251,,
1466,A419,J80,,
1459,N189,I10,,
1459,I500,R090,,
1454,E119,N189,,
1445,A419,I959,,
1441,F03,N179,,
1440,C859,I469,,
1429,A419,J690,,
1427,R688,J969,,
1415,I251,E149,,
1413,I48,R092,,
1413,I500,J690,,
1409,E149,I10,I469,
1406,I251,N179,,
1402,I251,C349,,
1401,I10,J960,,
1400,K922,D649,,
1400,J449,F03,,
1398,K746,K767,,
1395,I250,I64,,
1394,I10,I516,,
1393,I119,I251,,
1388,I709,I251,I469,
1387,I64,J960,,
1386,J841,J189,,
1377,A419,R579,,
1374,C349,C80,,
1366,E119,J449,,
1361,G20,J189,,
1352,I48,F03,,
1349,I219,J189,,
1349,J969,R092,,
1349,J969,I219,,
1349,I698,I64,,
1345,K703,K729,,
1345,I255,I219,,
1344,I48,J960,,
1342,R13,I469,,
1338,I251,N189,,
1337,I251,I259,,
1336,I429,J969,,
1334,J441,J969,,
1331,C80,A419,,
1331,C787,I469,,
1329,K559,I469,,
1329,E872,A419,,
1329,I10,E149,I469,
1328,A419,J969,I469,
1328,E149,I250,,
1320,I10,E785,,
1319,E149,N179,,
1318,G309,R64,,
1310,C189,A419,,
1308,I48,I509,,
1307,C56,I469,,
1304,I48,I499,,
1304,J441,J960,,
1300,C780,I469,,
1299,R628,G309,,
1294,J849,J969,,
1293,I10,I64,I469,
1289,I10,I259,,
1288,F179,J969,,
1285,E785,I10,I251,
1284,I500,I251,I469,
1284,C64,I469,,
1282,I10,R53,,
1282,J969,R688,,
1279,J969,J449,,
1278,E780,I10,,
1276,N19,R092,,
1275,C159,I469,,
1272,E785,I251,I219,
1271,J969,G931,,
1270,F03,R13,J690,
1260,I219,I251,,
1260,J449,I500,I469,
1259,R628,R688,,
1258,R568,I469,,
1257,D649,I500,,
1257,I250,I251,,
1257,I340,I500,,
1249,I64,F03,,
1248,N189,J189,,
1247,N189,J449,,
1243,I251,I350,,
1243,N189,I219,,
1242,N390,N179,,
1239,R570,I219,,
1235,J81,I469,,
1234,J449,I509,,
1232,I694,J690,,
1231,I251,I258,,
1230,I251,I255,I469,
1225,I48,R628,,
1223,I38,I469,,
1223,I500,I429,,
1218,I10,I519,,
1214,E119,I64,,
1213,E149,R092,,
1212,C793,C349,,
1210,R53,R628,,
1210,I10,I255,,
1208,K566,I469,,
1208,I10,F019,,
1203,N185,I219,,
1202,I251,G309,,
1201,K922,A419,,
1199,G309,A419,,
1199,N19,I219,,
1192,F019,R628,,
1190,J960,J189,,
1190,I709,I499,,
1189,F102,K729,,
1187,I48,I500,I469,
1186,J449,I251,I469,
1185,F03,N19,,
1185,E785,E149,,
1184,I469,A419,,
1183,E149,I48,,
1182,J189,J961,,
1181,R628,E86,,
1179,J969,I500,,
1174,I420,I500,,
1174,E149,I709,,
1173,J841,J960,,
1170,F171,C349,,
1170,J439,I469,,
1168,R53,J189,,
1167,I219,I509,,
1165,K769,A419,,
1162,I251,I519,,
1162,F03,E46,,
1161,I219,I64,,
1158,C349,R688,,
1157,I694,R628,,
1157,I10,J690,,
1157,N390,R688,,
1154,I679,I64,,
1154,B182,I469,,
1151,E780,I251,,
1150,C169,I469,,
1149,I251,I472,,
1149,E46,I469,,
1147,I10,I679,,
1146,G20,J969,,
1141,A047,I469,,
1139,I469,J960,,
1139,I859,K922,,
1137,C793,I469,,
1136,G309,R688,,
1136,E785,I64,,
1133,G122,J969,,
1132,R99,I500,,
1131,J449,I272,,
1131,L039,A419,,
1129,F101,K729,,
1127,J189,A419,J960,
1126,A419,I500,,
1125,R53,J969,,
1121,C80,R688,,
1120,I500,I509,,
1120,R13,E86,,
1119,I10,I48,I500,
1116,C719,I469,,
1115,F03,I48,,
1114,C509,C509,,
1111,R068,I469,,
1108,E785,I251,I469,
1107,F03,G20,,
1106,I694,F03,,
1105,F03,J960,,
1103,K922,J969,,
1101,J159,A419,,
1101,C900,I469,,
1096,I10,I739,,
1092,R54,F03,,
1088,C80,J189,,
1087,J449,R688,,
1082,J969,C349,,
1082,I251,J81,,
1080,E149,I10,I251,
1079,I10,I48,I64,
1079,I10,E149,I251,
1077,I429,I219,,
1076,K746,R688,,
1073,E119,N19,,
1073,J449,J189,I469,
1072,J90,I469,,
1069,I429,I251,,
1069,C349,J189,J969,
1068,J449,C80,,
1067,C80,C80,,
1066,C259,J969,,
1065,J449,G931,,
1060,I251,I469,G931,
1059,J969,R090,,
1055,I472,I469,,
1052,R628,I500,,
1048,I500,J969,I469,
1045,F03,R54,,
1043,N189,R628,,
1043,I64,I251,,
1043,N185,J189,,
1042,C349,R090,,
1042,J189,R628,,
1040,C509,R092,,
1035,I709,I251,I219,
1032,E119,I251,I469,
1032,E785,I10,I219,
1031,J449,J189,A419,
1028,I709,F03,,
1024,J449,I64,,
1024,I469,I219,,
1023,A419,E872,,
1023,I469,R688,,
1015,I219,I461,,
1015,E785,I10,I469,
1014,E149,I739,,
1010,I249,I469,,
1008,E149,R628,,
1007,I672,I64,,
1007,N179,R688,,
1006,I500,I500,,
1004,E149,I251,I500,
1003,I259,I499,,
1002,I500,R53,,
1002,E149,I119,,
1000,N19,R688,,
999,K550,A419,,
997,D70,A419,,
992,I350,I251,,
989,I64,I219,,
989,C349,I269,,
987,E119,A419,,
986,C61,J969,,
984,D649,J969,,
983,I350,I509,,
980,F101,K769,,
980,I251,R53,,
980,I350,I219,,
978,E785,I500,,
976,I255,I251,,
976,J189,A419,R688,
975,K859,A419,,
975,I509,J960,,
970,R53,R092,,
968,J969,I64,,
965,J449,J189,J960,
965,E878,I469,,
958,I219,R688,,
957,J189,I64,,
955,G309,I251,,
954,N19,K729,,
953,I48,J690,,
952,F03,I219,,
952,C189,R092,,
951,G934,I469,,
943,J439,J189,,
943,N185,N19,,
942,F179,I469,,
941,I64,I500,,
941,I251,I219,I500,
940,I10,I698,,
938,R64,I469,,
937,C859,A419,,
935,I517,I499,,
933,A099,A419,,
932,B24,A419,,
932,D649,I10,,
932,I10,I48,I469,
931,A419,R570,,
930,R628,J690,,
927,N185,R092,,
925,I500,I461,,
925,J189,J960,I469,
925,N390,N390,,
924,I500,I350,,
924,A490,A419,,
922,R628,A419,,
920,I429,I509,,
919,E86,N19,,
918,F019,I469,,
916,I269,J960,,
914,N288,A419,,
912,I709,I10,,
910,F109,K746,,
909,J80,I469,,
906,G309,I500,,
906,F03,I499,,
906,C229,I469,,
904,N179,E875,,
903,I255,J969,,
901,R090,J969,,
901,E149,I10,I219,
901,I255,R570,,
899,A419,R688,I469,
899,J449,J441,,
898,M869,A419,,
898,I350,J969,,
896,E668,I469,,
895,I251,J690,,
893,J449,E149,,
893,A419,G931,,
892,B24,I469,,
892,J189,N19,,
892,J961,J960,,
891,I251,I248,,
890,E780,I219,,
889,I251,R579,,
887,J449,N179,,
885,J441,I469,,
885,R060,I469,,
883,N179,R092,,
883,I619,J969,,
880,J439,J449,,
879,N19,I509,,
879,I420,I469,,
879,I10,E149,I219,
876,C349,J969,I469,
875,K769,J969,,
873,K769,K729,,
873,I490,G931,,
871,C920,A419,,
870,K922,R578,,
870,K703,I469,,
870,I10,R688,,
869,N189,R092,,
869,I48,I429,,
869,E119,I251,I219,
869,E878,I499,,
868,N179,N390,,
865,I272,J449,,
861,R628,N179,,
861,I500,J449,J969,
861,I500,J961,,
858,N189,N19,,
856,I255,I509,,
856,G20,R13,,
854,C259,A419,,
854,N189,J960,,
853,E149,I509,,
853,G934,J969,,
853,R628,J449,,
853,C509,A419,,
853,I518,I500,,
849,J969,N19,,
848,I251,I219,I499,
847,L089,A419,,
847,E109,I469,,
847,F102,K769,,
847,J969,I509,,
846,J449,J841,,
845,J90,J960,,
844,E149,I429,,
843,I251,I48,I500,
843,R99,K922,,
843,I694,J189,,
842,I258,I500,,
842,I64,R53,,
840,F03,R630,,
838,E149,I500,I469,
838,I500,J189,J969,
837,I709,I219,I469,
837,N179,E872,,
836,I10,I350,,
832,R688,R092,,
832,J449,N19,,
830,F102,K922,,
829,I255,I499,,
829,I709,R092,,
827,K729,N19,,
827,J841,J449,,
825,K922,I219,,
823,R54,R53,,
822,N390,J960,,
822,J81,J960,,
819,J449,I429,,
819,C920,I469,,
817,C259,R092,,
817,J80,A419,,
817,R13,J690,J969,
817,K703,K769,,
816,J189,G931,,
815,E785,E119,,
814,I429,R570,,
814,I739,I64,,
813,B182,K746,K729,
812,D469,C920,,
811,E109,I251,,
809,I64,R688,,
808,I959,A419,,
807,N185,I499,,
807,R53,F03,,
806,E039,I10,,
805,N19,J449,,
805,R198,A419,,
804,C787,K729,,
804,I739,I10,,
804,I802,I469,,
802,N185,J960,,
800,J449,I279,,
800,E785,I709,,
799,C349,R628,,
798,I10,J449,I469,
798,C509,C780,,
793,R53,A419,,
790,I251,I429,I469,
789,C220,I469,,
788,I739,I500,,
788,J189,R579,,
785,C509,J189,,
784,J449,R53,,
783,I709,K559,,
783,I500,I255,,
783,I251,I500,R092,
782,I509,J189,,
782,I500,C349,,
781,I739,I219,,
781,I251,R090,,
781,K830,A419,,
781,I499,J969,,
776,B182,A419,,
774,N189,F03,,
774,K559,R688,,
774,J159,J969,,
773,N179,J690,,
772,I48,I634,,
772,K922,R571,,
769,K579,A419,,
768,I469,R090,,
768,C220,K729,,
765,I10,C80,,
765,B24,J189,,
765,L031,A419,,
764,J189,I251,,
763,K746,I859,,
763,I10,I639,,
762,I499,I500,,
762,E149,I461,,
761,E872,J969,,
760,G309,I10,,
759,F179,J449,J969,
759,R630,E86,,
758,E119,J969,,
758,I519,I219,,
758,G309,N390,,
755,F03,E149,,
755,I500,I519,,
755,I48,N179,,
754,K729,R688,,
754,E889,I469,,
752,I500,I490,,
751,G473,J969,,
749,C798,I469,,
749,N189,I48,,
748,I250,I461,,
748,R579,J969,,
747,I499,I219,,
745,I251,I251,I469,
744,K819,A419,,
744,N189,E149,,
744,I38,A419,,
744,F102,I469,,
743,C80,J960,,
740,J449,N189,,
740,R53,J690,,
739,G309,R54,,
738,G473,I469,,
737,I10,I251,I499,
734,F03,J690,J969,
734,J459,I469,,
733,I251,J449,I469,
732,E669,I10,,
732,K810,A419,,
731,J189,J189,,
727,E119,F03,,
727,P073,P072,,
724,E149,I10,I500,
723,C859,J969,,
723,D649,A419,,
723,J960,I219,,
723,R54,I500,,
723,I269,R092,,
721,D649,J449,,
721,I709,J969,,
719,D619,A419,,
719,J690,A419,I469,
718,E149,I255,,
718,C439,I469,,
717,J969,I499,,
717,J449,J960,I469,
717,J690,J969,I469,
716,K566,J969,,
715,I64,I619,,
714,I10,N185,I469,
712,F172,J449,,
712,D649,I251,,
711,J189,N390,,
711,D469,I469,,
711,I959,J969,,
710,C509,C80,,
710,K746,N179,,
709,C64,J969,,
708,J449,N185,,
706,R628,I251,,
706,J960,N179,,
703,R58,I469,,
703,P072,P285,,
703,R068,J969,,
703,I251,I429,I500,
702,I458,I469,,
701,J969,R570,,
700,I500,E149,,
700,I251,I48,I469,
697,I10,I609,,
696,I219,I469,G931,
696,K760,K746,,
696,N19,I10,,
695,N19,R628,,
695,I219,R579,,
694,C159,J969,,
694,I429,R092,,
693,F03,N189,,
693,C795,I469,,
693,C61,A419,,
693,J80,J960,,
692,D649,J189,,
692,I698,F03,,
692,K729,K729,,
692,I258,I469,,
691,I10,I249,,
691,G931,J960,,
691,I698,I469,,
690,I499,I251,,
690,A419,I499,,
689,E780,I469,,
688,C61,R092,,
687,J159,I469,,
686,J969,J690,,
685,I609,I609,,
685,I64,I10,,
685,I10,G931,,
684,A498,A419,,
683,I509,A419,,
683,J449,I269,,
682,F171,J969,,
681,J449,I250,,
681,C795,C349,,
681,C80,C349,,
680,E119,J189,,
680,I429,I500,I469,
680,F101,I469,,
678,A419,I64,,
678,R99,R628,,
678,I99,I469,,
677,R001,I469,,
676,I251,I219,I219,
676,A499,I469,,
676,I255,I490,,
675,C349,J189,A419,
673,E149,I259,,
673,C793,J969,,
673,C787,C349,,
672,G309,R628,I469,
672,I500,I272,,
672,R13,A419,,
672,J690,R090,,
671,A419,I509,,
671,C80,R628,,
670,I251,J969,I469,
670,A419,J189,J969,
670,I694,R13,,
669,R54,J189,,
669,E86,A419,,
668,I250,R092,,
668,I679,I469,,
668,I251,I500,I219,
667,I500,J90,,
667,I500,G309,,
667,I48,C349,,
666,J960,G931,,
665,J189,J441,,
665,I119,I461,,
665,I499,G931,,
664,R54,I251,,
664,E669,I469,,
664,I119,I64,,
663,K746,J189,,
663,E119,I48,,
663,I251,I518,,
663,I739,J449,,
663,I500,I219,I469,
662,J690,I64,,
661,N179,J449,,
661,N390,R092,,
661,J189,I499,,
661,K746,R092,,
660,R628,R53,,
660,I251,E119,,
660,I251,I420,,
659,A419,R090,,
658,I739,R02,A419,
657,R13,F03,,
657,J459,J969,,
654,I64,R13,J690,
654,C900,A419,,
652,I64,I64,,
652,I251,I219,I490,
650,C189,R688,,
649,I350,I500,I469,
649,G20,R092,,
648,E119,I250,,
648,F101,K922,,
648,I509,I219,,
647,E119,N179,,
646,R090,R092,,
646,N179,R570,,
645,I10,I710,,
645,J449,J984,,
645,J90,J189,,
643,I219,J81,,
643,N189,I509,,
642,D649,I219,,
641,I469,I251,,
641,I709,G931,,
641,E46,A419,,
640,G309,N179,,
639,J449,I500,J969,
638,I429,A419,,
638,C189,K566,,
638,E668,J969,,
638,E149,R688,,
637,N185,R688,,
637,C787,J969,,
636,R628,J960,,
636,K566,J690,,
636,I519,I500,,
636,E149,N185,I469,
636,G309,R13,J690,
635,I629,J969,,
634,N19,I499,,
634,R090,J449,,
633,G473,J449,,
631,R628,N19,,
630,C349,J90,,
629,I219,R570,I469,
629,J441,J189,,
629,J690,R688,,
629,R99,R092,,
626,I10,I269,,
625,J969,N179,,
625,R630,I469,,
625,I516,I219,,
624,D649,R628,,
624,I499,R092,,
623,K631,I469,,
623,R092,G931,,
622,E149,I219,I469,
621,I429,I490,,
621,I251,I739,,
621,C349,I219,,
621,R090,I499,,
619,J189,R068,,
619,J189,F03,,
618,J449,G309,,
617,C189,C189,,
617,I709,R628,,
616,I48,I619,,
615,E149,I516,,
615,E149,G309,,
613,N390,I500,,
613,I330,A419,,
612,R99,K746,,
611,N179,I251,,
611,R570,R688,,
611,G309,J449,,
611,R628,I64,,
610,C20,I469,,
609,I64,I629,,
609,E46,R628,,
608,J690,G931,,
608,I10,D649,,
608,I10,I500,I219,
608,I694,J969,,
608,I739,J969,,
607,N390,J189,A419,
607,I500,J449,I469,
606,N12,A419,,
605,I499,I461,,
605,I709,R688,,
605,I609,I469,,
604,I469,J189,,
604,F179,I251,,
604,J984,J189,,
603,G122,I469,,
603,I219,N179,,
602,I272,J960,,
602,I10,I500,J969,
602,G309,E46,,
602,I48,I694,,
600,J439,J960,,
600,D469,A419,,
600,J449,C349,J969,
599,R54,R688,,
599,I48,I64,I469,
598,B182,K922,,
596,K746,N19,,
595,R568,J969,,
595,C189,C80,,
595,I10,R54,,
594,F03,F03,,
594,I48,N189,,
593,F03,J189,J969,
593,I10,N390,,
592,J449,I255,,
591,E149,J960,,
591,A419,N390,,
590,I119,I619,,
590,I709,I255,,
589,R688,J960,,
588,I269,J189,,
588,I64,G935,,
587,I251,I10,I469,
586,E149,C349,,
586,I10,E119,I251,
585,J449,R064,,
584,K859,I469,,
584,J969,I251,,
584,J189,J449,J969,
583,J81,R092,,
583,R99,A419,I469,
583,C509,R688,,
582,I10,G20,,
582,K769,R688,,
582,J459,J449,,
581,B24,J969,,
580,K631,K659,,
579,I10,I499,I469,
579,R13,J960,,
579,I500,N390,,
579,I509,R092,,
579,G20,A419,,
578,I250,I509,,
578,J690,J80,,
577,C189,C787,,
577,D65,A419,,
577,C56,J969,,
576,E46,J189,,
576,C782,J969,,
576,J189,I509,,
576,I10,R570,,
576,B182,C229,,
576,N390,J690,,
575,C509,C793,,
575,N185,E875,,
575,I469,R570,,
574,I500,G931,,
571,K922,R688,,
570,A419,K729,,
570,I429,J449,,
570,C189,J189,,
570,J969,R579,,
569,I10,I518,,
567,I458,G931,,
567,I251,I458,,
567,I64,E86,,
567,E119,R628,,
567,J961,J189,,
566,J841,R092,,
566,F019,J969,,
565,K703,A419,,
564,K729,K746,,
563,I500,I269,,
562,K746,J960,,
562,K922,J960,,
561,I500,R579,,
561,C920,J189,,
561,I48,I639,,
561,N390,N19,,
560,R570,J969,,
559,I251,I269,,
558,J181,I469,,
558,N189,I499,,
558,A419,K559,,
557,I694,F019,,
557,I251,J449,J969,
556,I694,I251,,
556,R13,R092,,
556,N19,E149,,
556,N288,I469,,
556,G309,I64,,
555,C780,R092,,
555,N189,I500,I469,
555,C55,I469,,
555,I251,I490,I469,
555,D469,J189,,
555,D649,R092,,
554,I509,J449,,
554,R636,E86,,
553,I251,I500,I499,
553,C80,K729,,
552,K729,R092,,
552,N390,R628,,
552,C859,J189,,
552,N390,A419,J969,
551,N179,J189,A419,
551,I251,I509,I469,
550,C900,J969,,
550,R99,F03,,
550,J449,I251,I500,
549,K922,R579,,
549,J189,A419,R092,
549,R579,R688,,
548,I10,I490,,
548,K279,K922,,
548,G20,R53,,
547,I739,N185,,
547,F03,R636,,
547,E46,J969,,
544,R99,J960,,
543,J449,C349,I469,
543,C679,J969,,
540,I500,J189,I469,
539,F03,I509,,
539,I429,J189,,
539,E669,J969,,
538,I619,G935,,
538,I709,N19,,
538,E668,G473,,
538,K746,K650,,
537,G309,J960,,
537,E149,N390,,
537,E668,I10,,
536,G931,I219,,
536,C509,K729,,
536,I500,I251,I219,
536,I518,I469,,
536,D649,F03,,
536,J181,A419,,
535,E149,I10,I64,
534,F179,J439,,
533,K559,J969,,
532,J841,J961,,
532,J152,A419,,
532,I64,J690,J969,
531,C189,C780,,
531,P072,P291,,
531,C61,J189,,
531,E785,I250,,
530,B24,B24,,
529,E668,I500,,
529,F171,I469,,
529,D649,N189,,
529,I350,R570,,
528,E119,I251,I500,
528,I709,A419,,
528,I671,I609,,
527,E872,N179,,
527,E785,I499,,
526,I709,I251,I500,
525,R571,I469,,
525,K922,K922,,
525,R99,R688,,
524,A047,J969,,
523,E119,R092,,
523,I255,I472,,
523,G934,A419,,
522,K269,K922,,
522,N189,I64,,
521,R99,J690,,
521,J189,I269,,
519,I48,I251,I469,
518,I739,E149,,
518,I251,K922,,
518,I709,I469,G931,
518,I500,R068,,
517,C189,K729,,
517,I255,I500,I469,
516,J961,A419,,
516,I48,N19,,
516,I10,C189,,
516,I48,I269,,
515,I119,I509,,
514,J960,R092,,
513,I509,N19,,
513,J449,I119,,
513,F019,J690,,
512,I10,R13,,
511,R688,J189,,
511,R54,I10,,
510,J189,I48,,
510,A419,J960,I469,
510,F03,I251,I469,
510,C920,J969,,
510,I219,I255,,
510,K703,K922,,
509,A419,R628,,
509,I48,G309,,
508,A047,A419,I469,
508,I10,I10,,
508,K922,J189,,
507,I251,I119,,
507,E119,I709,,
507,G309,R630,,
506,C509,C787,,
505,J960,R688,,
